stat,value
sig_in_test,20000
bkg_in_test,400000
accuracy,0.9755047619047619
precision,0.987061183550652
efficiency,0.4921
auc,0.9950462156875
f1score,0.6567679220182058
test loss,0.09209658974805747
threshold,0.9979471
auc,0.9950462156875
