stat,value
sig_in_test,20000
bkg_in_test,400000
accuracy,0.976447619047619
precision,0.9875554698051322
efficiency,0.5119
auc,0.99503877575
f1score,0.674284305433819
test loss,0.08596526477468748
threshold,0.9979972
regression_R^2,0.6114156513587516
classification loss weight,0.6
regression loss weight,0.4
regression activation type,linear
