stat,value
sig_in_test,20000
bkg_in_test,400000
accuracy,0.9740785714285715
precision,0.9863379229373466
efficiency,0.4621
auc,0.9949018448125
f1score,0.6293493797304606
test loss,0.08690925147142836
threshold,0.9979901
regression_R^2,0.8437223303432628
classification loss weight,0.7
regression loss weight,0.30000000000000004
regression activation type,relu
